image_path,image_name,ground_truth,method,probability,prediction,inference_time,error
experiment/Fake/fake_69.jpg,fake_69.jpg,Fake,cnndetection,1.9579136922853735e-10,0.0,0.10337662696838379,
experiment/Fake/fake_69.jpg,fake_69.jpg,Fake,ganimagedetection,0.0008357983705808768,0.0,0.9332051277160645,
experiment/Fake/fake_69.jpg,fake_69.jpg,Fake,universalfakedetect,0.9553956389427185,1.0,0.9494643211364746,
experiment/Fake/fake_69.jpg,fake_69.jpg,Fake,hifi_ifdl,0.45505115389823914,1.0,0.003964662551879883,
experiment/Fake/fake_69.jpg,fake_69.jpg,Fake,npr_deepfakedetection,0.0,0.0,0.053745269775390625,
experiment/Fake/fake_69.jpg,fake_69.jpg,Fake,dmimagedetection,0.02416449598968029,0.0,0.9340839385986328,
experiment/Fake/fake_69.jpg,fake_69.jpg,Fake,caddm,0.3929438591003418,1.0,0.24107098579406738,
experiment/Fake/fake_69.jpg,fake_69.jpg,Fake,faceforensics_plus_plus,0.333469530538423,1.0,0.36351442337036133,
experiment/Fake/fake_69.jpg,fake_69.jpg,Fake,ensemble_voting,0.5,,3.4200901985168457,
experiment/Fake/fake_69.jpg,fake_69.jpg,Fake,ensemble_average,0.5404651192589438,0.0,3.9810688495635986,
experiment/Fake/fake_41.jpg,fake_41.jpg,Fake,cnndetection,3.2923999637723966e-10,0.0,0.08340096473693848,
experiment/Fake/fake_41.jpg,fake_41.jpg,Fake,ganimagedetection,0.0015871888747979808,0.0,0.9059374332427979,
experiment/Fake/fake_41.jpg,fake_41.jpg,Fake,universalfakedetect,0.10646633803844452,0.0,0.8673601150512695,
experiment/Fake/fake_41.jpg,fake_41.jpg,Fake,hifi_ifdl,0.4145723581314087,1.0,0.0038461685180664062,
experiment/Fake/fake_41.jpg,fake_41.jpg,Fake,npr_deepfakedetection,0.0,0.0,0.03216862678527832,
experiment/Fake/fake_41.jpg,fake_41.jpg,Fake,dmimagedetection,0.10524681210517883,0.0,0.9200413227081299,
experiment/Fake/fake_41.jpg,fake_41.jpg,Fake,caddm,0.3779813349246979,1.0,0.21614503860473633,
experiment/Fake/fake_41.jpg,fake_41.jpg,Fake,faceforensics_plus_plus,0.33384816263181466,1.0,0.3335294723510742,
experiment/Fake/fake_41.jpg,fake_41.jpg,Fake,ensemble_voting,0.375,0.0,3.38767671585083,
