image_path,image_name,npr_deepfakedetection_prob,selfblendedimages_prob,trufor_prob,universalfakedetect_prob,wavelet_clip_detection_prob,yermandy_clip_detection_prob,ground_truth
./my_meta_training_data/Fake/qhyvfidltb_150.jpg,qhyvfidltb_150.jpg,0.0,,0.049528561532497406,0.012208248488605022,0.7307130694389343,0.2438962310552597,1
./my_meta_training_data/Fake/mmcepzpwdn_150.jpg,mmcepzpwdn_150.jpg,1.4112334686499012e-36,,0.20906038582324982,0.9207529425621033,0.9984108209609985,0.9364911317825317,1
./my_meta_training_data/Fake/qtvbhylcsp_150.jpg,qtvbhylcsp_150.jpg,9.71680982276223e-37,0.9450276494026184,0.1998535841703415,0.0004183639248367399,0.8536332845687866,0.5250561833381653,1
./my_meta_training_data/Fake/qtrhlbhdjt_150.jpg,qtrhlbhdjt_150.jpg,0.0,0.23967991769313812,0.13414877653121948,0.033781006932258606,0.8502777218818665,0.6408665776252747,1
./my_meta_training_data/Fake/vzczmceyuc_150.jpg,vzczmceyuc_150.jpg,1.647019042324204e-36,0.5470908284187317,0.08886900544166565,0.01407575886696577,0.7925782799720764,0.6857259273529053,1
./my_meta_training_data/Fake/hstzunypun_150.jpg,hstzunypun_150.jpg,0.0,0.8635427355766296,0.10203596204519272,0.8686609864234924,0.8638758659362793,0.6570551991462708,1
./my_meta_training_data/Fake/ghqrlhpfrj_150.jpg,ghqrlhpfrj_150.jpg,0.0,0.8977457284927368,0.16439664363861084,0.07023846358060837,0.7112906575202942,0.9106955528259277,1
./my_meta_training_data/Fake/cuvqifjkse_150.jpg,cuvqifjkse_150.jpg,0.0,0.3879227042198181,0.1033913865685463,0.784059464931488,0.875573992729187,0.6663236021995544,1
./my_meta_training_data/Fake/dhihyuwpnh_150.jpg,dhihyuwpnh_150.jpg,8.523972441626073e-39,0.2889685332775116,0.10054090619087219,0.0003302553668618202,0.846953809261322,0.9121901392936707,1
./my_meta_training_data/Fake/vtloaxuxkk_150.jpg,vtloaxuxkk_150.jpg,0.0,0.709781289100647,0.10970812290906906,0.04419071227312088,0.6191794872283936,0.25858500599861145,1
./my_meta_training_data/Fake/gwzbuelxct_150.jpg,gwzbuelxct_150.jpg,0.0,0.1448972076177597,0.31294533610343933,0.043397143483161926,0.9178013801574707,0.552252471446991,1
./my_meta_training_data/Fake/uohileyyis_150.jpg,uohileyyis_150.jpg,0.0,0.2769499123096466,0.10428040474653244,0.018255840986967087,0.8072829842567444,0.2947225868701935,1
./my_meta_training_data/Fake/iudajnmtun_150.jpg,iudajnmtun_150.jpg,3.030487429830503e-36,0.11736021935939789,0.13812384009361267,0.02994089387357235,0.8738702535629272,0.552378237247467,1
./my_meta_training_data/Fake/jcdanlldbh_150.jpg,jcdanlldbh_150.jpg,0.0,0.0425223782658577,0.25066375732421875,0.19067461788654327,0.9006137251853943,0.5092538595199585,1
