image_path,image_name,npr_deepfakedetection_prob,spsl_deepfake_detection_prob,trufor_prob,ucf_deepfake_detection_prob,universalfakedetect_prob,wavelet_clip_detection_prob,yermandy_clip_detection_prob,ground_truth
./my_meta_training_data/Fake/qhyvfidltb_150.jpg,qhyvfidltb_150.jpg,0.0,0.50702303647995,0.049528561532497400,0.49206963181495700,0.012208248488605000,0.7307130694389340,0.2438962310552600,1
./my_meta_training_data/Fake/mmcepzpwdn_150.jpg,mmcepzpwdn_150.jpg,1.4112334686499E-36,0.9974383115768430,0.20906038582325000,0.9580238461494450,0.9207529425621030,0.9984108209609990,0.9364911317825320,1
./my_meta_training_data/Fake/qtvbhylcsp_150.jpg,qtvbhylcsp_150.jpg,9.71680982276223E-37,0.9958937168121340,0.1998535841703420,0.9988741278648380,0.0004183639248367400,0.8536332845687870,0.5250561833381650,1
./my_meta_training_data/Fake/qtrhlbhdjt_150.jpg,qtrhlbhdjt_150.jpg,0.0,0.7554248571395870,0.13414877653121900,0.9966000914573670,0.033781006932258600,0.8502777218818670,0.6408665776252750,1
./my_meta_training_data/Fake/vzczmceyuc_150.jpg,vzczmceyuc_150.jpg,1.6470190423242E-36,0.3164488971233370,0.08886900544166570,0.9293047189712520,0.01407575886696580,0.7925782799720760,0.6857259273529050,1
./my_meta_training_data/Fake/hstzunypun_150.jpg,hstzunypun_150.jpg,0.0,0.5005891919136050,0.10203596204519300,0.5856605768203740,0.8686609864234920,0.8638758659362790,0.6570551991462710,1
./my_meta_training_data/Fake/ghqrlhpfrj_150.jpg,ghqrlhpfrj_150.jpg,0.0,0.6777679324150090,0.16439664363861100,0.996516227722168,0.07023846358060840,0.7112906575202940,0.9106955528259280,1
./my_meta_training_data/Fake/cuvqifjkse_150.jpg,cuvqifjkse_150.jpg,0.0,0.5100643634796140,0.1033913865685460,0.35637712478637700,0.784059464931488,0.875573992729187,0.6663236021995540,1
./my_meta_training_data/Fake/dhihyuwpnh_150.jpg,dhihyuwpnh_150.jpg,8.52397244162607E-39,0.799641489982605,0.10054090619087200,0.8916819095611570,0.0003302553668618200,0.846953809261322,0.9121901392936710,1
./my_meta_training_data/Fake/vtloaxuxkk_150.jpg,vtloaxuxkk_150.jpg,0.0,0.9265748262405400,0.10970812290906900,0.015631435438990600,0.04419071227312090,0.6191794872283940,0.25858500599861100,1
./my_meta_training_data/Fake/gwzbuelxct_150.jpg,gwzbuelxct_150.jpg,0.0,0.9957789182662960,0.31294533610343900,0.9951086640357970,0.043397143483161900,0.9178013801574710,0.552252471446991,1
./my_meta_training_data/Fake/uohileyyis_150.jpg,uohileyyis_150.jpg,0.0,0.557159423828125,0.10428040474653200,0.6587905287742620,0.018255840986967100,0.8072829842567440,0.2947225868701940,1
./my_meta_training_data/Fake/iudajnmtun_150.jpg,iudajnmtun_150.jpg,3.0304874298305E-36,0.9030511379241940,0.13812384009361300,0.9890636801719670,0.02994089387357240,0.8738702535629270,0.552378237247467,1
./my_meta_training_data/Fake/jcdanlldbh_150.jpg,jcdanlldbh_150.jpg,0.0,0.6117116808891300,0.25066375732421900,0.49906688928604100,0.19067461788654300,0.9006137251853940,0.5092538595199590,1
./my_meta_training_data/Fake/ahxnjolsip_150.jpg,ahxnjolsip_150.jpg,0.0,0.7346469163894650,0.14403747022151900,0.01438257284462450,0.009614663198590280,0.870826780796051,0.5662257075309750,1
./my_meta_training_data/Fake/qmtouvuniv_150.jpg,qmtouvuniv_150.jpg,1.60610482098867E-38,0.8639542460441590,0.08079200237989430,0.9761843681335450,0.00045165320625528700,0.7438905239105230,0.9022813439369200,1
./my_meta_training_data/Fake/jpyvtzfzmu_150.jpg,jpyvtzfzmu_150.jpg,0.0,0.5168498158454900,0.050684552639722800,0.5699858069419860,0.3937370777130130,0.8074133992195130,0.35476619005203200,1
./my_meta_training_data/Fake/llyhxagnol_150.jpg,llyhxagnol_150.jpg,1.6249282793089E-27,0.4093244671821590,0.12389552593231200,0.9111183285713200,0.002870327327400450,0.8872701525688170,0.2499632090330120,1
./my_meta_training_data/Fake/gxvvqphvls_150.jpg,gxvvqphvls_150.jpg,0.0,0.292463093996048,0.2539476454257970,0.002761054551228880,0.007837980054318910,0.39481666684150700,0.3635364770889280,1
./my_meta_training_data/Fake/yhfdlltacu_150.jpg,yhfdlltacu_150.jpg,0.0,0.5433035492897030,0.07591882348060610,0.6145358681678770,0.029284335672855400,0.5239521861076360,0.2836154103279110,1
./my_meta_training_data/Fake/dkxnxxfnlf_150.jpg,dkxnxxfnlf_150.jpg,0.0,0.7597370743751530,0.08734289556741710,0.9989842772483830,0.001348154153674840,0.6967323422431950,0.9432919025421140,1
